	pref	flag	fixed_num	recall	precision	fscore
0	tk	icho	50	1.0	0.4444444444444444	0.6153846153846153
1	tk	icho	150	1.0	0.4444444444444444	0.6153846153846153
2	tk	icho	250	0.5833333333333334	0.4117647058823529	0.4827586206896552
3	tk	icho	500	0.25	0.375	0.3
4	tk	kaede	50	0.0	0.0	0.0
5	tk	kaede	150	0.0	0.0	0.0
6	tk	kaede	250	0.0	0.0	0.0
7	tk	kaede	500	0.0	0.0	0.0
8	tk	sonota	50	0.6153846153846154	0.5	0.5517241379310345
9	tk	sonota	150	0.6153846153846154	0.5	0.5517241379310345
10	tk	sonota	250	0.6153846153846154	0.8888888888888888	0.7272727272727274
11	tk	sonota	500	0.6153846153846154	0.6153846153846154	0.6153846153846154
12	tk	koyo	50	1.0	0.48148148148148145	0.65
13	tk	koyo	150	1.0	0.48148148148148145	0.65
14	tk	koyo	250	1.0	0.48148148148148145	0.65
15	tk	koyo	500	1.0	0.5652173913043478	0.7222222222222222
16	hk	icho	50	0.0	0.0	0.0
17	hk	icho	150	0.0	0.0	0.0
18	hk	icho	250	0.2727272727272727	0.125	0.17142857142857143
19	hk	icho	500	0.0	0.0	0.0
20	hk	kaede	50	0.0	0.0	0.0
21	hk	kaede	150	0.125	0.3333333333333333	0.18181818181818182
22	hk	kaede	250	0.125	0.3333333333333333	0.18181818181818182
23	hk	kaede	500	0.125	0.3333333333333333	0.18181818181818182
24	hk	sonota	50	0.0	0.0	0.0
25	hk	sonota	150	0.0	0.0	0.0
26	hk	sonota	250	0.0	0.0	0.0
27	hk	sonota	500	0.0	0.0	0.0
28	hk	koyo	50	0.0	0.0	0.0
29	hk	koyo	150	0.0	0.0	0.0
30	hk	koyo	250	0.0	0.0	0.0
31	hk	koyo	500	0.09375	0.1875	0.125
32	is	icho	50	0.0	0.0	0.0
33	is	icho	150	0.0	0.0	0.0
34	is	icho	250	0.0	0.0	0.0
35	is	icho	500	0.0	0.0	0.0
36	is	kaede	50	0.08333333333333333	0.1	0.0909090909090909
37	is	kaede	150	0.08333333333333333	0.1	0.0909090909090909
38	is	kaede	250	0.08333333333333333	0.1	0.0909090909090909
39	is	kaede	500	0.08333333333333333	0.1	0.0909090909090909
40	is	sonota	50	0.0	0.0	0.0
41	is	sonota	150	0.0	0.0	0.0
42	is	sonota	250	0.15789473684210525	0.2727272727272727	0.19999999999999998
43	is	sonota	500	0.15789473684210525	0.2727272727272727	0.19999999999999998
44	is	koyo	50	0.0	0.0	0.0
45	is	koyo	150	0.0	0.0	0.0
46	is	koyo	250	0.3157894736842105	0.46153846153846156	0.37499999999999994
47	is	koyo	500	0.15789473684210525	0.375	0.22222222222222218
